#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2018 05 24 08 50 126  3.6  3.8  0.03 99.00  2.73 999 1022.2  10.4   3.8   9.6 99.0 99.00
2018 05 24 09 50 140  2.8  2.8  0.05 99.00  2.91 999 1022.6  10.0   3.7   9.0 99.0 99.00
2018 05 24 10 50 147  1.7  1.8  0.04 99.00  3.22 999 1023.1  10.7   3.8   9.5 99.0 99.00
2018 05 24 11 50 288  0.6  1.0  0.03 99.00  3.16 999 1023.7   9.4   3.8   8.4 99.0 99.00
2018 05 24 12 50 247  0.7  1.4  0.03 99.00  3.11 999 1023.8   9.8   3.9   9.0 99.0 99.00
2018 05 24 13 50 164  2.1  2.4  0.02 99.00  3.18 999 1023.8  10.4   4.3   9.9 99.0 99.00
2018 05 24 14 50 140  2.7  2.8  0.03 99.00  4.31 999 1023.3  10.2   4.2   9.3 99.0 99.00
2018 05 24 15 50 144  3.1  3.4  0.04 99.00  4.33 999 1023.1   9.5   4.6   8.5 99.0 99.00
2018 05 24 16 50 145  4.0  4.4  0.05 99.00  3.53 999 1022.7   9.5   4.5   8.2 99.0 99.00
2018 05 24 17 50 159  3.6  4.0  0.05 99.00  4.24 999 1022.2   9.5   4.5   8.1 99.0 99.00
2018 05 24 18 50 149  3.6  3.8  0.08 99.00  4.27 999 1021.7  10.9   4.4   8.8 99.0 99.00
2018 05 24 19 50 141  3.8  4.0  0.06 99.00  3.24 999 1021.0  12.8   4.5   9.8 99.0 99.00
2018 05 24 20 50 156  3.9  4.2  0.04 99.00  3.77 999 1020.3  15.3   4.7  10.9 99.0 99.00
2018 05 24 21 50 149  4.3  4.5  0.06 99.00  3.99 999 1019.4  16.1   5.1  11.1 99.0 99.00
2018 05 24 22 50 141  4.1  4.4  0.04 99.00  3.70 999 1018.6  15.4   4.9  10.4 99.0 99.00
2018 05 24 23 50 138  3.8  4.0  0.03 99.00  3.58 999 1018.2  15.1   4.4  10.4 99.0 99.00
2018 05 25 00 50 138  4.3  4.6  0.05 99.00  4.40 999 1017.6  16.2   4.5  11.4 99.0 99.00
2018 05 25 01 50 139  3.7  4.1  0.05 99.00  3.87 999 1017.4  13.9   4.2  10.6 99.0 99.00
2018 05 25 02 50 144  4.2  4.4  0.07 99.00  3.43 999 1017.3  13.1   4.1  11.3 99.0 99.00
2018 05 25 03 50 148  4.7  5.1  0.05 99.00  3.27 999 1017.2  11.9   3.9  10.4 99.0 99.00
2018 05 25 04 50 151  4.5  4.6  0.04 99.00  3.31 999 1017.0  11.8   4.0   9.4 99.0 99.00
2018 05 25 05 50 162  4.6  4.8  0.04 99.00  2.98 999 1016.7  11.2   3.9   8.7 99.0 99.00
2018 05 25 06 50 172  4.5  4.8  0.05 99.00  3.27 999 1016.1  10.5   3.8   7.6 99.0 99.00
2018 05 25 07 50 171  4.7  5.0  0.06 99.00  2.86 999 1015.9   9.9   3.8   7.2 99.0 99.00
2018 05 25 08 50 179  4.8  5.0  0.07 99.00  3.22 999 1015.3   9.8   3.8   7.0 99.0 99.00
2018 05 25 09 50 176  4.6  4.9  0.04 99.00  2.53 999 1014.7   9.2   3.7   6.6 99.0 99.00
2018 05 25 10 50 181  4.6  4.9  0.06 99.00  2.41 999 1014.3   9.3   3.8   6.5 99.0 99.00
2018 05 25 11 50 181  4.8  5.2  0.08 99.00  2.28 999 1014.1   9.3   3.8   6.6 99.0 99.00
2018 05 25 12 50 185  4.4  4.7  0.10 99.00  2.24 999 1014.3   8.9   3.8   6.6 99.0 99.00
2018 05 25 13 50 185  4.6  4.9  0.12 99.00  2.34 999 1014.0   8.7   3.8   6.6 99.0 99.00
2018 05 25 14 50 189  4.8  5.1  0.15 99.00  2.50 999 1013.7   8.6   3.9   6.8 99.0 99.00
2018 05 25 15 50 187  4.2  4.4  0.15 99.00  2.50 999 1013.5   8.6   4.0   6.9 99.0 99.00
2018 05 25 16 50 179  4.0  4.3  0.14 99.00  2.60 999 1013.4   8.7   3.9   7.0 99.0 99.00
2018 05 25 17 50 172  4.1  4.4  0.13 99.00  2.51 999 1012.9   9.3   4.0   7.3 99.0 99.00
2018 05 25 18 50 171  3.3  3.6  0.14 99.00  2.75 999 1012.3  10.2   4.0   7.9 99.0 99.00
2018 05 25 19 50 153  3.6  4.0  0.12 99.00  2.53 999 1011.2  10.5   4.0   8.1 99.0 99.00
2018 05 25 20 50 152  4.7  5.0  0.09 99.00  2.41 999 1010.1  10.6   4.0   8.3 99.0 99.00
2018 05 25 21 50 151  5.7  6.1  0.09 99.00  2.79 999 1009.0  11.6   4.0   9.0 99.0 99.00
2018 05 25 22 50 147  4.8  5.0  0.06 99.00  2.59 999 1008.5  11.5   4.1   8.8 99.0 99.00
2018 05 25 23 50 134  4.7  4.9  0.06 99.00  2.51 999 1007.7  11.5   4.1   9.0 99.0 99.00
2018 05 26 00 50 144  4.2  4.3  0.07 99.00  3.82 999 1008.1  11.8   4.0   9.2 99.0 99.00
2018 05 26 01 50 140  3.5  3.9  0.05 99.00  3.07 999 1008.1  14.4   3.9  11.1 99.0 99.00
2018 05 26 02 50 232  2.9  3.7  0.05 99.00  2.80 999 1008.6  12.0   3.9   8.9 99.0 99.00
2018 05 26 03 50 211  4.6  5.1  0.07 99.00  3.02 999 1008.1  14.5   3.9  10.3 99.0 99.00
2018 05 26 04 50 212  4.4  4.5  0.05 99.00  3.04 999 1008.0  12.2   3.9   9.3 99.0 99.00
2018 05 26 05 50 193  6.6  7.6  0.07 99.00  2.95 999 1008.1  11.0   3.8   9.7 99.0 99.00
2018 05 26 06 50 180  7.5  8.3  0.19 99.00  2.38 999 1007.8  11.1   3.8  10.9 99.0 99.00
2018 05 26 07 50 180  5.0  5.4  0.33  3.03  2.84 157 1007.3  11.6   3.8  11.5 99.0 99.00
2018 05 26 08 50 178  4.5  4.9  0.34  3.03  3.02 160 1007.5  11.8   3.8  11.7 99.0 99.00
2018 05 26 09 50 173  4.9  5.2  0.26  3.03  2.85 172 1007.3   9.3   3.8   9.2 99.0 99.00
2018 05 26 10 50 172  4.9  5.4  0.25 99.00  2.94 999 1007.4   8.5   3.8   8.4 99.0 99.00
2018 05 26 11 50 171  4.3  4.7  0.19 99.00  2.78 999 1008.0   8.0   3.8   7.9 99.0 99.00
2018 05 26 12 50 176  3.7  4.3  0.16 99.00  2.70 999 1008.5   7.5   3.8   7.4 99.0 99.00
2018 05 26 13 50 170  3.4  3.6  0.13 99.00  2.57 999 1008.7   9.8   3.9   9.6 99.0 99.00
2018 05 26 14 50 174  3.5  3.9  0.15 99.00  2.56 999 1009.0   7.8   3.8   7.6 99.0 99.00
2018 05 26 15 50 159  4.0  4.4  0.12 99.00  2.67 999 1009.2   7.7   3.9   7.5 99.0 99.00
2018 05 26 16 50 153  3.6  4.1  0.10 99.00  2.56 999 1009.3   8.1   3.9   7.9 99.0 99.00
2018 05 26 17 50 175  4.3  4.5  0.10 99.00  2.51 999 1009.1   8.5   4.0   8.3 99.0 99.00
2018 05 26 18 50 186  4.2  4.3  0.10 99.00  2.74 999 1008.9   9.5   4.2   9.3 99.0 99.00
2018 05 26 19 50 179  3.2  3.4  0.08 99.00  2.61 999 1008.7  10.6   4.2  10.4 99.0 99.00
2018 05 26 20 50 176  3.2  3.4  0.08 99.00  2.73 999 1008.2   9.8   4.6   9.5 99.0 99.00
2018 05 26 21 50 184  4.2  4.4  0.08 99.00  2.87 999 1007.7  13.0   4.7  12.8 99.0 99.00
2018 05 26 22 50 183  4.1  4.4  0.06 99.00  2.66 999 1007.5  13.9   4.8  13.6 99.0 99.00
2018 05 26 23 50 170  3.5  3.6  0.05 99.00  2.92 999 1007.6  12.6   5.0  12.0 99.0 99.00
2018 05 27 00 50 163  3.9  4.4  0.08 99.00  3.41 999 1008.0  15.2   5.0  14.5 99.0 99.00
2018 05 27 01 50 155  4.3  4.7  0.06 99.00  3.04 999 1008.6  13.1   4.9  12.5 99.0 99.00
2018 05 27 02 50 149  4.1  4.9  0.05 99.00  2.91 999 1009.2  12.0   4.8  11.5 99.0 99.00
2018 05 27 03 50 110  3.5  4.1  0.06 99.00  3.05 999 1009.9  11.1   4.7  10.4 99.0 99.00
2018 05 27 04 50 132  3.3  4.1  0.06 99.00  2.91 999 1009.9  12.4   4.7  10.8 99.0 99.00
2018 05 27 05 50 140  4.2  4.3  0.06 99.00  2.85 999 1009.8  13.4   4.7  11.0 99.0 99.00
2018 05 27 06 50 157  3.2  3.7  0.05 99.00  2.90 999 1009.7  12.1   4.6   9.9 99.0 99.00
2018 05 27 07 50 191  5.0  5.5  0.06 99.00  2.91 999 1009.3  12.4   4.6  10.2 99.0 99.00
2018 05 27 08 50 151  3.5  3.8  0.08 99.00  2.89 999 1009.8  12.8   4.3  11.0 99.0 99.00
2018 05 27 09 50 150  3.6  4.1  0.06 99.00  2.80 999 1010.1  10.9   4.2  10.0 99.0 99.00
2018 05 27 10 50 178  4.1  4.3  0.05 99.00  2.73 999 1010.4  12.0   4.3  11.0 99.0 99.00
2018 05 27 11 50 212  3.8  4.1  0.04 99.00  2.65 999 1011.0  12.7   4.4  11.4 99.0 99.00
2018 05 27 12 50 213  3.7  4.0  0.05 99.00  3.15 999 1011.3  11.9   4.5  10.5 99.0 99.00
2018 05 27 13 50 182  3.3  3.8  0.04 99.00  2.83 999 1011.7  11.3   4.6   9.6 99.0 99.00
2018 05 27 14 50 180  3.6  3.7  0.05 99.00  3.99 999 1011.9  10.6   4.8   9.3 99.0 99.00
2018 05 27 15 50 183  3.7  3.8  0.04 99.00  3.65 999 1011.8  11.3   5.0  10.4 99.0 99.00
2018 05 27 16 50 179  3.1  3.6  0.04 99.00  3.18 999 1012.2  12.8   5.2  11.9 99.0 99.00
2018 05 27 17 50 190  1.8  2.5  0.06 99.00  3.43 999 1012.8  13.1   6.9  12.1 99.0 99.00
2018 05 27 18 50 181  1.8  2.0  0.08 99.00  3.35 999 1012.7  12.4   8.5  12.1 99.0 99.00
2018 05 27 19 50 149  3.8  4.1  0.05 99.00  3.35 999 1012.1  14.2   7.8  13.8 99.0 99.00
2018 05 27 20 50 155  4.4  4.7  0.03 99.00  3.38 999 1011.6  15.2   8.3  14.8 99.0 99.00
2018 05 27 21 50 152  4.5  4.6  0.06 99.00  4.20 999 1011.2  16.7   8.3  15.9 99.0 99.00
2018 05 27 22 50 129  4.0  4.3  0.06 99.00  3.35 999 1011.5  16.7   8.2  15.1 99.0 99.00
2018 05 27 23 50 139  3.5  3.7  0.04 99.00  3.40 999 1011.6  18.3   8.6  15.7 99.0 99.00
2018 05 28 00 50 136  4.0  4.2  0.05 99.00  3.55 999 1011.4  18.0   8.4  15.8 99.0 99.00
2018 05 28 01 50 151  4.6  4.9  0.06 99.00  3.53 999 1011.5  16.8   8.4  13.5 99.0 99.00
2018 05 28 02 50 149  4.0  4.4  0.06 99.00  2.99 999 1012.0  15.4   7.8  12.7 99.0 99.00
2018 05 28 03 50 121  1.9  2.2  0.07 99.00  2.97 999 1013.1  15.5   8.0  13.5 99.0 99.00
2018 05 28 04 50 163  2.9  3.2  0.07 99.00  2.83 999 1012.8  16.5   8.1  14.4 99.0 99.00
2018 05 28 05 50 212  1.3  1.8  0.08 99.00  2.82 999 1012.6  14.4   8.2  13.0 99.0 99.00
2018 05 28 06 50 273  0.4  1.7  0.07 99.00  2.82 999 1012.4  14.6   8.3  14.1 99.0 99.00
2018 05 28 07 50 226  0.9  1.1  0.07 99.00  2.77 999 1012.3  14.6   8.3  14.0 99.0 99.00
2018 05 28 08 50 141  0.4  0.5  0.06 99.00  2.77 999 1013.0  14.7   8.2  13.6 99.0 99.00
2018 05 28 09 50 134  1.3  1.5  0.06 99.00  2.74 999 1012.9  15.8   8.0  13.3 99.0 99.00
2018 05 28 10 50 161  1.9  2.0  0.07 99.00  2.83 999 1013.1  16.7   7.9  13.3 99.0 99.00
2018 05 28 11 50 117  3.6  3.7  0.05 99.00  2.77 999 1013.6  14.7   7.9  11.9 99.0 99.00
2018 05 28 12 50 122  3.5  3.9  0.08 99.00  3.31 999 1014.3  13.7   7.8  11.6 99.0 99.00
2018 05 28 13 50 176  0.1  0.5  0.04 99.00  2.80 999 1015.6  15.1   8.2  12.5 99.0 99.00
2018 05 28 14 50  13  3.5  3.8  0.05 99.00  4.04 999 1016.1  11.6   8.5  10.4 99.0 99.00
2018 05 28 15 50  29  4.2  4.6  0.06 99.00  2.67 999 1016.6  11.9   8.4  10.9 99.0 99.00
2018 05 28 16 50  67  3.5  3.8  0.04 99.00  3.23 999 1015.9  12.8   8.3  11.2 99.0 99.00
2018 05 28 17 50 119  5.6  5.9  0.03 99.00  3.26 999 1014.1  13.3   8.0  10.6 99.0 99.00
2018 05 28 18 50 109  2.4  2.8  0.09 99.00  3.11 999 1013.8  15.4   7.1  11.5 99.0 99.00
2018 05 28 19 50 125  4.2  4.4  0.06 99.00  2.74 999 1013.1  18.4   8.5  12.5 99.0 99.00
2018 05 28 20 50 348  5.2  6.4  0.08 99.00  2.85 999 1013.3  16.5   8.3  11.7 99.0 99.00
2018 05 28 21 50 326  3.8  4.2  0.14 99.00  2.78 999 1013.2  11.3   8.0   9.5 99.0 99.00
2018 05 28 22 50 349  2.8  3.0  0.12 99.00  2.69 999 1012.7  11.6   7.8   9.6 99.0 99.00
2018 05 28 23 50 359  4.0  4.3  0.09 99.00  2.68 999 1013.0  11.5   7.9   9.8 99.0 99.00
2018 05 29 00 50   1  3.2  3.6  0.10 99.00  2.68 999 1013.1  11.5   7.5   9.6 99.0 99.00
2018 05 29 01 50   8  4.2  4.6  0.13 99.00  3.15 999 1013.7  11.5   7.5   9.6 99.0 99.00
2018 05 29 02 50  31  4.0  4.3  0.10 99.00  2.58 999 1014.0  10.8   7.4   9.2 99.0 99.00
2018 05 29 03 50  32  4.2  4.4  0.10 99.00  2.73 999 1013.8  11.4   7.2   9.5 99.0 99.00
2018 05 29 04 50  41  4.2  4.5 99.00 99.00 99.00 999 1013.9  11.4   6.8   9.0 99.0 99.00
2018 05 29 05 50  31  3.6  4.1 99.00 99.00 99.00 999 1013.7  10.5   6.4   8.7 99.0 99.00
2018 05 29 06 50  40  3.4  3.6  0.11 99.00  2.48 999 1013.4  10.1   6.3   8.3 99.0 99.00
2018 05 29 07 50  18  3.1  3.2  0.12 99.00  2.51 999 1013.2   9.9   6.1   8.4 99.0 99.00
2018 05 29 08 50  40  3.4  3.8  0.14 99.00  2.63 999 1012.8  10.9   6.5   9.3 99.0 99.00
2018 05 29 09 50  17  3.0  3.8  0.11 99.00  2.61 999 1012.9  10.9   6.6   9.6 99.0 99.00
2018 05 29 10 50 348  3.2  3.7  0.09 99.00  2.63 999 1013.8   9.7   6.6   8.6 99.0 99.00
2018 05 29 11 50 356  3.8  4.0  0.09 99.00  2.58 999 1013.9   9.7   6.6   8.7 99.0 99.00
2018 05 29 12 50  13  3.1  3.8  0.07 99.00  2.55 999 1013.9  10.1   6.7   9.0 99.0 99.00
2018 05 29 13 50   2  3.2  4.0  0.07 99.00  2.60 999 1013.8  10.5   6.9   9.6 99.0 99.00
2018 05 29 14 50   2  3.2  4.3  0.11 99.00  2.64 999 1013.9  10.8   7.1  10.1 99.0 99.00
2018 05 29 15 50  14  1.6  3.7  0.15 99.00  2.68 999 1014.0  11.1   7.1  10.4 99.0 99.00
2018 05 29 16 50  23  3.4  4.1  0.15 99.00  2.68 999 1014.0  11.8   7.4  10.9 99.0 99.00
2018 05 29 17 50  31  2.3  3.4  0.17 99.00  2.81 999 1013.5  14.5   8.5  12.8 99.0 99.00
2018 05 29 18 50 340  2.7  3.8  0.22 99.00  3.10 999 1013.6  11.5   7.9  10.3 99.0 99.00
2018 05 29 19 50   4  2.7  3.3  0.21 99.00  2.92 999 1013.1  12.0   8.8  10.6 99.0 99.00
2018 05 29 20 50 351  3.5  3.7  0.19 99.00  3.03 999 1012.3  11.7   8.8  10.4 99.0 99.00
2018 05 29 21 50  20  3.2  3.5  0.20 99.00  3.08 999 1011.9  11.9   8.7  10.4 99.0 99.00
2018 05 29 22 50  83  3.1  4.0  0.18 99.00  3.05 999 1011.8  14.7   9.0  13.0 99.0 99.00
2018 05 29 23 50  12  2.9  3.5  0.20 99.00  3.14 999 1010.6  12.9   9.1  11.5 99.0 99.00
2018 05 30 00 50  10  3.7  4.6  0.21 99.00  3.15 999 1010.3  12.2   9.0  11.0 99.0 99.00
2018 05 30 01 50  46  4.4  4.8  0.49  4.35  3.45 133 1010.2  13.0   9.0  11.6 99.0 99.00
2018 05 30 02 50  67  4.5  5.0  0.33  3.70  3.04  84 1010.7  13.5   9.0  12.3 99.0 99.00
2018 05 30 03 50  48  4.4  4.7  0.24 99.00  2.90 999 1010.9  13.9   8.9  12.5 99.0 99.00
2018 05 30 04 50  52  4.0  4.3  0.21 99.00  2.83 999 1010.7  14.5   8.9  13.1 99.0 99.00
2018 05 30 05 50  67  3.4  4.3  0.19 99.00  2.83 999 1010.1  13.4   9.1  12.6 99.0 99.00
2018 05 30 06 50  84  4.7  5.0  0.15 99.00  2.80 999 1009.6  15.1   9.0  14.0 99.0 99.00
2018 05 30 07 50  81  4.9  5.2  0.17 99.00  2.71 999 1009.1  14.9   9.1  13.9 99.0 99.00
2018 05 30 08 50  89  5.2  5.5  0.20 99.00  2.65 999 1008.7  15.0   8.7  13.9 99.0 99.00
2018 05 30 09 50  88  4.8  5.3  0.22 99.00  2.70 999 1008.1  14.7   8.3  13.5 99.0 99.00
2018 05 30 10 50  92  5.0  5.3  0.25 99.00  2.74 999 1008.1  14.3   8.2  13.2 99.0 99.00
2018 05 30 11 50  90  4.6  5.1  0.22 99.00  2.72 999 1007.8  14.2   8.2  13.0 99.0 99.00
2018 05 30 12 50  88  5.1  5.4  0.25  2.94  2.81  89 1007.4  14.2   8.1  13.1 99.0 99.00
2018 05 30 13 50  88  4.6  4.9  0.23 99.00  2.73 999 1007.2  14.0   8.1  13.1 99.0 99.00
2018 05 30 14 50  91  4.3  4.5  0.28  2.86  2.81 100 1006.7  13.7   8.2  13.1 99.0 99.00
2018 05 30 15 50  95  4.3  4.7  0.25 99.00  2.80 999 1006.2  14.2   8.3  13.6 99.0 99.00
2018 05 30 16 50  85  3.8  4.0  0.24 99.00  2.77 999 1005.6  15.1   8.5  14.5 99.0 99.00
2018 05 30 17 50  83  4.1  4.3  0.21 99.00  2.76 999 1005.1  16.0   8.8  15.2 99.0 99.00
2018 05 30 19 50  58  3.6  4.3  0.14 99.00  2.70 999 1002.8  15.7  10.0  14.7 99.0 99.00
2018 05 30 20 50  58  3.6  4.3  0.13 99.00  2.77 999 1002.2  17.9  10.0  16.4 99.0 99.00
2018 05 30 21 50  63  3.8  4.3  0.11 99.00  2.82 999 1001.2  16.6  10.6  15.5 99.0 99.00
2018 05 30 22 50 162  5.9  6.3  0.11 99.00  2.70 999 1001.7  16.9   9.9  16.4 99.0 99.00
2018 05 30 23 50 199  3.9  5.7  0.11 99.00  2.65 999 1001.8  14.4   9.6  14.3 99.0 99.00
2018 05 31 00 50 260  4.0  4.7  0.10 99.00  2.94 999 1001.4  15.3   9.5  15.2 99.0 99.00
2018 05 31 01 50 301  3.5  3.8  0.09 99.00  3.07 999 1000.5  16.0   9.3  15.9 99.0 99.00
2018 05 31 02 50 322  2.1  2.4  0.17 99.00  3.01 999 1001.2  16.0   9.6  15.9 99.0 99.00
2018 05 31 03 50  26  0.2  0.7  0.16 99.00  3.02 999 1001.4  13.9   9.6  13.8 99.0 99.00
2018 05 31 04 50 224  2.5  3.5  0.13 99.00  2.99 999 1001.7  13.1   9.7  13.0 99.0 99.00
2018 05 31 05 50 228  2.9  3.4  0.13 99.00  2.94 999 1001.5  12.2   9.6  12.1 99.0 99.00
2018 05 31 06 50 188  2.1  2.4  0.11 99.00  2.94 999 1001.7  12.3   9.4  12.2 99.0 99.00
2018 05 31 07 50 188  3.2  3.6  0.11 99.00  3.00 999 1002.1  12.8   9.3  12.7 99.0 99.00
2018 05 31 08 50 211  5.5  5.8  0.10 99.00  2.80 999 1002.3  14.1   9.1  14.0 99.0 99.00
2018 05 31 09 50 209  4.7  5.0  0.15 99.00  2.52 999 1002.8  12.8   9.0  12.7 99.0 99.00
2018 05 31 10 50 211  5.5  6.0  0.15 99.00  2.46 999 1003.2  13.3   9.0  13.2 99.0 99.00
2018 05 31 11 50 208  6.0  6.6  0.25  2.86  2.68 162 1003.8  13.4   8.9  13.3 99.0 99.00
2018 05 31 12 50 202  5.2  6.3  0.29  2.86  2.73 161 1004.4  13.1   8.8  13.0 99.0 99.00
2018 05 31 13 50 197  4.4  4.7  0.27  2.94  2.79 157 1004.6  12.6   8.8  12.5 99.0 99.00
2018 05 31 14 50 189  4.8  5.3  0.31  3.33  2.99 146 1005.0  13.0   8.9  12.8 99.0 99.00
2018 05 31 15 50 181  4.6  5.1  0.26  3.23  2.97 149 1005.2  13.1   9.0  12.5 99.0 99.00
2018 05 31 16 50 195  4.8  5.2  0.29  3.33  3.04 147 1005.7  13.3   9.2  12.6 99.0 99.00
2018 05 31 17 50 192  4.7  5.3  0.27  3.45  2.98 141 1005.6  14.2   9.2  13.2 99.0 99.00
2018 05 31 18 50 174  3.3  3.6  0.22 99.00  3.00 999 1005.4  14.6   9.6  13.2 99.0 99.00
2018 05 31 19 50 162  3.5  3.7  0.19 99.00  2.91 999 1005.3  14.4   9.8  13.1 99.0 99.00
2018 05 31 20 50 174  2.8  3.3  0.17 99.00  2.92 999 1005.1  15.6  10.0  13.9 99.0 99.00
2018 05 31 21 50 184  2.4  2.6  0.17 99.00  2.95 999 1005.1  17.3  10.7  15.5 99.0 99.00
2018 05 31 22 50 142  1.8  2.6  0.13 99.00  2.83 999 1005.3  17.8  11.1  15.3 99.0 99.00
2018 05 31 23 50 176  0.0  0.0  0.11 99.00  2.77 999 1005.6  19.6  10.8  16.5 99.0 99.00
2018 06 01 00 50 178  0.8  1.1  0.11 99.00  3.05 999 1006.2  17.2  10.6  15.5 99.0 99.00
2018 06 01 01 50 349  1.0  1.7  0.11 99.00  3.06 999 1006.4  17.6  11.6  16.3 99.0 99.00
2018 06 01 02 50  98  2.3  2.4  0.08 99.00  2.73 999 1007.3  14.9  11.9  14.4 99.0 99.00
2018 06 01 03 50 142  2.9  3.4  0.09 99.00  2.83 999 1008.0  14.5  10.9  13.8 99.0 99.00
2018 06 01 04 50 131  2.0  2.4  0.10 99.00  2.75 999 1008.2  17.0  11.0  16.7 99.0 99.00
2018 06 01 05 50 180  3.3  3.4  0.09 99.00  2.77 999 1008.3  15.9  10.6  15.4 99.0 99.00
2018 06 01 06 50 196  3.2  3.8  0.11 99.00  3.08 999 1008.0  15.8  10.5  15.2 99.0 99.00
2018 06 01 07 50 213  2.4  2.8  0.07 99.00  2.94 999 1008.2  14.5  10.4  14.1 99.0 99.00
2018 06 01 08 50 312  2.9  3.3  0.06 99.00  2.83 999 1008.8  13.1  10.5  12.9 99.0 99.00
2018 06 01 09 50 328  2.5  3.1  0.06 99.00  3.02 999 1009.3  12.9  10.6  12.8 99.0 99.00
2018 06 01 10 50   5  2.3  2.6  0.05 99.00  2.95 999 1009.9  13.0  10.6  12.9 99.0 99.00
2018 06 01 11 50 359  6.2  7.8  0.05 99.00  2.97 999 1010.6  11.7  10.2  11.4 99.0 99.00
2018 06 01 12 50   5  8.8 10.4  0.38  2.47  2.57  25 1011.4   9.4   9.4   9.2 99.0 99.00
2018 06 01 13 50   4  8.4  9.9  0.84  4.00  3.41  27 1012.3   8.6   8.5   8.4 99.0 99.00
2018 06 01 14 50   1  8.6 10.4  1.02  4.55  3.85  19 1012.7   8.4   7.7   8.2 99.0 99.00
2018 06 01 15 50 359  9.7 11.4  1.34  5.56  4.36  27 1013.2   8.0   7.1   7.2 99.0 99.00
2018 06 01 16 50   3  9.6 11.1  1.43  5.00  4.36  32 1013.6   7.6   6.6   6.4 99.0 99.00
