#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 04 27 11 50 157  9.3 10.8  0.46  2.86  2.81 124  992.2   9.5   5.3   9.5 99.0 99.00
2017 04 27 12 50 130  9.6 11.7  0.61  3.70  3.38 128  992.1   9.1   5.3   8.7 99.0 99.00
2017 04 27 13 50 244 11.6 14.5  1.02  4.00  3.82 133  993.4   8.1   5.3   8.1 99.0 99.00
2017 04 27 14 50 256  9.0 10.9  1.15  4.35  3.84 167  996.8   6.7   5.2   5.9 99.0 99.00
2017 04 27 15 50 258  9.4 11.2  1.12  5.00  3.91 151  998.6   6.7   5.2   5.1 99.0 99.00
2017 04 27 16 50 260  8.3  9.9  1.28  4.35  4.14 187  999.9   6.4   5.2   4.6 99.0 99.00
2017 04 27 17 50 266  7.1  8.3  1.39  4.55  4.38 203 1001.2   6.2   5.1   4.3 99.0 99.00
2017 04 27 18 50 274  8.4  9.8  1.47  5.26  4.57 208 1002.2   6.1   5.2   3.6 99.0 99.00
2017 04 27 19 50 257  6.1  7.8  1.21  5.26  4.33 216 1003.8   5.9   5.1   3.9 99.0 99.00
2017 04 27 20 50 238  6.6  7.7  1.06  4.55  4.05 220 1004.7   5.9   5.1   4.3 99.0 99.00
2017 04 27 21 50 250  6.8  7.9  0.97  4.76  3.90 205 1005.4   6.0   5.1   4.2 99.0 99.00
2017 04 27 22 50 253  6.4  7.8  0.94  4.76  3.95 212 1006.0   5.9   5.1   4.1 99.0 99.00
2017 04 27 23 50 250  7.3  8.8  0.90  4.55  3.85 202 1006.5   5.9   5.1   3.7 99.0 99.00
2017 04 28 00 50 265  6.8  8.8  0.84  4.55  3.77 203 1007.2   5.8   5.1   3.7 99.0 99.00
2017 04 28 01 50 270  8.4 10.1  0.80  4.76  3.75 205 1008.5   6.0   5.1   3.2 99.0 99.00
2017 04 28 02 50 271  7.0  8.3  1.03  4.76  3.99 214 1009.2   5.9   5.0   2.9 99.0 99.00
2017 04 28 03 50 263  8.8 10.6  0.90  4.76  3.78 208 1009.8   6.1   5.0   2.4 99.0 99.00
2017 04 28 04 50 262  8.2  9.3  0.93  4.55  3.90 207 1010.6   6.0   5.0   3.0 99.0 99.00
2017 04 28 05 50 246  7.3  9.0  0.91  4.35  3.84 203 1011.3   6.0   5.0   3.4 99.0 99.00
2017 04 28 06 50 255  6.3  7.8  0.86  4.00  3.69 216 1011.4   6.0   5.0   3.4 99.0 99.00
2017 04 28 07 50 251  5.5  6.5  0.76  4.17  3.58 211 1011.6   5.8   5.0   3.9 99.0 99.00
2017 04 28 08 50 252  5.3  6.1  0.64  3.85  3.50 226 1012.2   5.7   5.0   3.8 99.0 99.00
2017 04 28 09 50 280  2.8  3.4  0.58  4.17  3.46 210 1012.3   5.5   5.0   4.1 99.0 99.00
2017 04 28 10 50 293  2.7  3.2  0.50  4.00  3.40 257 1012.8   5.3   5.0   2.9 99.0 99.00
2017 04 28 11 50 307  2.8  3.1  0.46  3.85  3.43 266 1013.5   5.2   5.0   1.7 99.0 99.00
2017 04 28 12 50 249  2.9  3.5  0.44  3.70  3.38 257 1014.8   5.2   5.1   1.3 99.0 99.00
2017 04 28 13 50 254  3.0  3.4  0.36  3.57  3.18 252 1015.1   5.4   5.1   1.5 99.0 99.00
2017 04 28 14 50 265  1.6  2.0  0.30  3.23  3.05 225 1014.9   5.5   5.2   2.4 99.0 99.00
2017 04 28 15 50 186  0.7  1.9  0.24 99.00  2.98 999 1015.1   5.8   5.4   1.7 99.0 99.00
2017 04 28 16 50 108  1.4  1.7  0.19 99.00  2.84 999 1015.3   5.9   5.7   2.6 99.0 99.00
2017 04 28 17 50 126  1.4  1.8  0.16 99.00  2.76 999 1015.5   6.0   5.8   3.7 99.0 99.00
2017 04 28 18 50  35  1.2  1.6  0.15 99.00  2.87 999 1015.6   6.0   6.0   4.7 99.0 99.00
2017 04 28 19 50  33  3.4  4.0  0.10 99.00  2.83 999 1014.3   5.8   5.8   4.5 99.0 99.00
2017 04 28 20 50  41  3.0  3.7  0.09 99.00  2.79 999 1013.8   5.7   5.5   4.6 99.0 99.00
2017 04 28 21 50  47  4.1  4.9  0.10 99.00  3.01 999 1012.7   5.5   5.5   4.5 99.0 99.00
2017 04 28 22 50  46  4.4  5.2  0.10 99.00  2.58 999 1012.6   5.4   5.4   4.4 99.0 99.00
2017 04 29 00 50  32  4.3  5.1  0.15 99.00  2.48 999 1013.5   5.7   5.3   4.0 99.0 99.00
2017 04 29 01 50  32  4.5  5.1  0.17 99.00  2.54 999 1014.6   5.9   5.2   3.9 99.0 99.00
2017 04 29 02 50  14  6.8  8.4  0.18 99.00  2.51 999 1015.6   6.1   5.2   3.5 99.0 99.00
2017 04 29 03 50  16  8.2 10.3  0.36  2.60  2.68  36 1016.3   6.0   5.2   3.8 99.0 99.00
2017 04 29 04 50  21  7.5  9.0  0.60  3.33  3.13  41 1017.2   5.8   5.2   4.3 99.0 99.00
2017 04 29 05 50  24  7.0  8.0  0.60  3.57  3.31  29 1017.2   5.9   5.2   4.6 99.0 99.00
2017 04 29 06 50  26  6.7  7.9  0.67  4.00  3.43  30 1016.7   5.9   5.2   4.6 99.0 99.00
2017 04 29 07 50  30  3.9  4.8  0.55  4.00  3.34  23 1019.3   6.0   5.2   4.5 99.0 99.00
2017 04 29 08 50  16  8.0  9.7  0.53  3.85  3.25  30 1018.6   5.3   5.2   4.5 99.0 99.00
2017 04 29 09 50  16  8.0  9.6  0.67  4.00  3.34  26 1019.7   5.5   5.2   4.1 99.0 99.00
2017 04 29 10 50  15  8.2  9.8  0.86  4.17  3.66  24 1020.2   5.6   5.1   3.9 99.0 99.00
2017 04 29 11 50  14  9.5 11.3  0.97  4.55  3.75  24 1021.4   5.6   5.1   2.9 99.0 99.00
2017 04 29 12 50  15  9.5 11.3  1.07  4.76  3.98  23 1022.1   4.8   5.1   2.9 99.0 99.00
2017 04 29 13 50  11  9.9 11.4  1.02  4.76  3.98  17 1022.9   4.7   5.0   2.8 99.0 99.00
2017 04 29 14 50  17 10.3 12.1  1.24  4.76  4.29  21 1021.7   4.8   5.0   2.6 99.0 99.00
2017 04 29 15 50  14 10.3 12.4  1.33  5.56  4.32  19 1022.3   4.6   5.0   2.1 99.0 99.00
2017 04 29 16 50  15 10.3 12.3  1.50  5.88  4.67  10 1023.2   4.3   5.0   1.1 99.0 99.00
2017 04 29 17 50  12 10.4 11.9  1.59  5.88  4.68  13 1023.7   4.3   4.9   1.5 99.0 99.00
2017 04 29 18 50  11 10.0 11.9  1.65  6.25  4.87  18 1023.4   4.2   4.9   1.9 99.0 99.00
2017 04 29 19 50  13 11.3 13.2  1.86  6.25  5.03  19 1021.6   4.1   4.9   2.2 99.0 99.00
2017 04 29 20 50  13 11.1 13.4  1.90  6.25  5.07  17 1021.0   4.2   4.9   2.6 99.0 99.00
2017 04 29 21 50  16  8.6 11.1  1.89  6.67  5.08  19 1021.8   4.4   4.9   3.2 99.0 99.00
2017 04 29 22 50  11  8.0  9.3  1.99  7.14  5.43  17 1022.4   4.5   4.9   3.6 99.0 99.00
2017 04 29 23 50  17  9.4 11.3  1.77  7.14  5.28  19 1021.8   4.5   4.9   4.1 99.0 99.00
2017 04 30 00 50  30  7.6  8.9  1.61  7.14  5.00  12 1022.2   4.9   4.9   4.6 99.0 99.00
2017 04 30 01 50  43  8.9 10.5  1.48  7.14  4.92   5 1020.5   5.7   4.8   5.4 99.0 99.00
2017 04 30 02 50  50 12.7 16.0  1.47  7.14  4.88   5 1017.6   6.5   4.8   4.8 99.0 99.00
2017 04 30 03 50  50 12.9 15.8  1.57  6.25  4.43 360 1015.9   5.8   4.8   5.3 99.0 99.00
2017 04 30 04 50  54  8.8 10.4  1.59  4.76  4.48  54 1018.1   5.4   4.8   5.4 99.0 99.00
2017 04 30 05 50  58 12.5 15.7  1.80  5.56  4.66  61 1016.0   5.3   4.8   5.0 99.0 99.00
2017 04 30 06 50  38  9.0 10.6  1.92  5.56  4.81  70 1016.3   5.1   4.8   4.4 99.0 99.00
2017 04 30 07 50  40  8.5 10.0  1.69  5.88  4.74  49 1016.0   4.9   4.7   4.2 99.0 99.00
2017 04 30 08 50  42  9.1 10.5  1.44  5.56  4.57  47 1015.7   4.6   4.7   4.6 99.0 99.00
2017 04 30 09 50  45  8.9 10.9  1.38  5.26  4.43  42 1015.2   4.7   4.7   4.7 99.0 99.00
2017 04 30 10 50  40  8.7 10.0  1.19  5.26  4.10  43 1015.1   4.9   4.7   4.7 99.0 99.00
2017 04 30 11 50  49  8.2  9.8  1.19  5.00  4.14  47 1014.9   4.9   4.7   4.7 99.0 99.00
2017 04 30 12 50  57  8.4  9.8  1.09  4.55  4.01  48 1013.9   5.1   4.7   5.0 99.0 99.00
2017 04 30 13 50  54  8.7 10.3  1.07  4.76  3.91  45 1011.9   5.1   4.7   5.0 99.0 99.00
2017 04 30 14 50  58 10.3 12.3  1.12  4.76  3.99  40 1010.0   5.3   4.7   5.1 99.0 99.00
2017 04 30 15 50  56  9.5 11.8  1.38  5.00  4.30  58 1009.9   5.5   4.7   5.3 99.0 99.00
2017 04 30 16 50  45  5.6  6.7  1.43  5.26  4.61  59 1011.5   5.5   4.7   5.5 99.0 99.00
2017 04 30 17 50 357  5.8  6.9  1.43  5.56  4.73  83 1011.9   5.2   4.8   5.2 99.0 99.00
2017 04 30 18 50  17  8.7  9.8  1.27  5.56  4.54  55 1010.4   5.0   4.8   5.0 99.0 99.00
2017 04 30 19 50  25  8.5 10.2  1.33  5.26  4.39  62 1010.6   5.1   4.8   5.1 99.0 99.00
2017 04 30 20 50  32  7.9  9.2  1.28  5.00  4.30  56 1009.8   5.2   4.8   5.2 99.0 99.00
2017 04 30 21 50  26  7.2  8.8  1.16  5.88  4.26   1 1008.8   5.2   4.8   5.2 99.0 99.00
2017 04 30 22 50  46  6.9  8.0  1.04  5.56  4.13 355 1008.6   5.4   4.8   5.4 99.0 99.00
2017 04 30 23 50  49  6.2  7.2  0.96  5.88  4.06 355 1008.1   5.6   4.8   5.6 99.0 99.00
2017 05 01 00 50  48  7.7  8.8  0.93  5.56  4.04 360 1006.8   5.6   4.8   5.6 99.0 99.00
2017 05 01 01 50  53  7.8  9.1  0.98  3.85  4.02  40 1006.5   5.6   4.8   5.6 99.0 99.00
2017 05 01 02 50  47  8.5 10.9  0.98  4.35  3.85  33 1005.1   5.5   4.8   5.5 99.0 99.00
2017 05 01 03 50  51 10.1 12.0  1.13  4.35  3.98  36 1002.9   5.6   4.9   5.6 99.0 99.00
2017 05 01 04 50  58 10.9 13.0  1.28  4.55  4.22  50 1000.6   5.8   4.8   5.8 99.0 99.00
2017 05 01 05 50  64 10.2 12.8  1.34  4.55  4.28  52  999.9   6.0   4.8   6.0 99.0 99.00
2017 05 01 06 50  75  5.2  6.9  1.31  5.00  4.42  42 1000.0   7.0   4.9   7.0 99.0 99.00
2017 05 01 07 50  91  5.9  7.0  1.31  5.26  4.54  43  999.1   6.9   4.9   6.9 99.0 99.00
2017 05 01 08 50  99  4.5  5.4  1.12  5.00  4.50  41  997.8   8.5   4.9   8.5 99.0 99.00
2017 05 01 09 50  92  6.1  7.0  1.07  5.26  4.56  21  997.0   7.9   4.9   7.9 99.0 99.00
2017 05 01 10 50  97  7.1  8.6  1.03  5.00  4.35  19  996.4   7.6   4.9   7.6 99.0 99.00
2017 05 01 11 50 154  7.8  9.3  0.96  6.25  4.37 322  996.2   8.6   4.9   8.1 99.0 99.00
2017 05 01 13 50 220  5.6  6.3  0.85  6.25  3.91 326  997.4   7.1   4.9   6.0 99.0 99.00
2017 05 01 14 50 187  5.0  5.7  0.79  3.45  3.90 141  997.2   6.8   4.9   5.5 99.0 99.00
2017 05 01 15 50 170  5.0  5.9  0.70  6.25  3.94 328  997.4   6.5   4.9   5.3 99.0 99.00
2017 05 01 16 50 169  5.1  5.8  0.68  5.88  4.00 316  996.9   7.3   4.9   5.3 99.0 99.00
2017 05 01 17 50 143  5.5  6.2  0.62  3.85  3.85 150  996.2   7.1   5.0   5.3 99.0 99.00
2017 05 01 18 50 152  6.6  7.3  0.62  5.56  3.82 324  995.7   7.4   5.0   5.6 99.0 99.00
2017 05 01 19 50 217  7.8  9.2  0.61  5.88  3.76 325  995.9   7.6   4.9   5.2 99.0 99.00
2017 05 01 20 50 222  7.0  8.1  0.61  3.85  3.57 161  995.9   7.3   5.0   5.7 99.0 99.00
2017 05 01 21 50 209  8.5 10.1  0.72  3.85  3.48 162  996.1   7.2   5.0   5.2 99.0 99.00
2017 05 01 22 50 200  8.7  9.8  0.86  4.00  3.70 166  996.4   7.0   4.9   5.6 99.0 99.00
2017 05 01 23 50 203  7.4  9.0  0.92  4.17  3.83 175  996.7   6.9   4.9   5.9 99.0 99.00
2017 05 02 00 50 196  9.1 10.7  1.02  4.55  3.91 164  996.6   7.0   4.9   6.6 99.0 99.00
2017 05 02 01 50 220  7.8  9.0  1.14  5.26  4.14 154  997.1   6.4   4.9   6.4 99.0 99.00
2017 05 02 02 50 251  7.5  8.9  1.11  5.26  4.23 170  997.7   6.7   4.9   5.4 99.0 99.00
2017 05 02 03 50 235  7.9  8.8  1.03  5.00  4.00 169  997.4   6.6   4.9   5.0 99.0 99.00
2017 05 02 04 50 257  8.9 10.9  1.06  5.26  4.13 171  997.4   6.6   4.9   4.6 99.0 99.00
2017 05 02 05 50 243  7.2  9.0  1.03  5.26  4.20 166  997.4   6.0   4.8   4.5 99.0 99.00
2017 05 02 06 50 243  8.9 10.4  1.06  5.56  4.16 171  997.0   5.9   4.8   4.2 99.0 99.00
2017 05 02 07 50 272 10.4 13.1  1.14  4.76  4.06 190  996.9   5.7   4.8   3.7 99.0 99.00
2017 05 02 08 50 283 10.1 12.4  1.31  4.76  4.28 223  997.5   5.2   4.8   2.8 99.0 99.00
2017 05 02 09 50 288 10.1 12.6  1.31  5.00  4.28 227  998.2   5.2   4.7   2.3 99.0 99.00
2017 05 02 10 50 290 10.3 12.5  1.39  5.26  4.40 220  998.8   5.3   4.7   2.7 99.0 99.00
2017 05 02 11 50 284  9.3 11.5  1.40  5.26  4.32 231  999.4   5.2   4.7   3.1 99.0 99.00
2017 05 02 12 50 291 10.2 11.8  1.27  5.00  4.24 246 1000.3   5.3   4.7   2.9 99.0 99.00
2017 05 02 13 50 299  9.7 12.3  1.41  5.00  4.24 262 1001.3   5.2   4.7   2.5 99.0 99.00
2017 05 02 14 50 298  8.8 10.6  1.47  4.55  4.36 282 1002.3   5.4   4.7   2.4 99.0 99.00
2017 05 02 15 50 298  8.2  9.7  1.45  5.00  4.41 278 1003.7   5.4   4.7   2.9 99.0 99.00
2017 05 02 16 50 299  5.5  7.0  1.35  5.00  4.39 293 1005.1   5.5   4.7   3.2 99.0 99.00
2017 05 02 17 50 319  6.4  7.5  1.00  4.76  4.06 286 1006.0   5.6   4.7   3.0 99.0 99.00
2017 05 02 18 50 302  4.3  5.0  0.98  4.76  4.08 305 1007.4   5.6   4.7   3.4 99.0 99.00
2017 05 02 19 50 312  5.5  6.4  0.91  4.76  4.02 316 1008.6   6.1   4.7   3.1 99.0 99.00
2017 05 02 20 50 311  4.9  5.7  0.78  4.35  3.92 306 1009.4   6.0   4.7   3.3 99.0 99.00
2017 05 02 21 50 321  5.1  5.9  0.79  4.55  3.85 327 1010.4   6.2   4.7   3.1 99.0 99.00
2017 05 02 22 50 301  3.8  4.4  0.65  4.55  3.67 340 1011.8   5.8   4.7   3.8 99.0 99.00
2017 05 02 23 50 315  4.3  4.8  0.65  4.17  3.70 330 1012.6   5.8   4.7   3.9 99.0 99.00
2017 05 03 00 50  12  3.7  4.1  0.55  4.00  3.42 332 1014.1   4.9   4.6   4.1 99.0 99.00
2017 05 03 01 50 359  1.1  1.4  0.47  4.35  3.30 353 1015.3   4.9   4.6   3.9 99.0 99.00
2017 05 03 02 50 305  0.5  0.7  0.40  3.70  3.38 343 1016.3   4.9   4.6   4.1 99.0 99.00
2017 05 03 03 50 276  1.6  1.9  0.42  4.00  3.43 351 1017.0   4.9   4.6   4.6 99.0 99.00
2017 05 03 04 50 274  1.4  1.9  0.37  4.35  3.50 354 1017.6   4.9   4.6   4.6 99.0 99.00
2017 05 03 05 50 221  0.2  0.4  0.42  3.85  3.64 349 1018.3   4.7   4.6   4.5 99.0 99.00
2017 05 03 06 50 288  1.3  1.6  0.40  4.76  3.73  26 1018.9   4.9   4.6   4.0 99.0 99.00
2017 05 03 07 50 307  1.5  1.7  0.39  4.55  3.86  11 1018.9   4.8   4.6   3.6 99.0 99.00
2017 05 03 08 50 257  2.3  2.7  0.39  5.88  4.15   9 1019.7   4.9   4.6   3.8 99.0 99.00
2017 05 03 09 50 254  1.6  1.8  0.43  5.56  4.36 351 1019.5   5.0   4.6   3.8 99.0 99.00
2017 05 03 10 50 246  2.8  3.3  0.45  5.88  4.67 339 1020.4   4.9   4.6   3.9 99.0 99.00
2017 05 03 11 50 275  1.6  1.9  0.40  5.88  4.52   7 1021.2   5.4   4.6   3.6 99.0 99.00
2017 05 03 12 50 246  2.1  2.3  0.39  5.88  4.64 352 1022.3   5.3   4.6   3.7 99.0 99.00
2017 05 03 13 50 254  2.0  2.2  0.37  5.88  4.58   4 1023.2   5.5   4.7   3.8 99.0 99.00
2017 05 03 14 50 290  1.4  1.6  0.37  5.26  4.56  15 1023.5   5.5   4.9   4.1 99.0 99.00
