#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2017 06 01 22 50 124  2.7  3.2  0.14 99.00  3.25 999 1017.4  14.4  12.8  11.1 99.0 99.00
2017 06 01 23 50 145  3.2  3.4  0.11 99.00  3.21 999 1017.3  14.5  12.5  10.4 99.0 99.00
2017 06 02 00 50 157  2.5  2.7  0.10 99.00  3.32 999 1017.2  13.6  12.3  11.4 99.0 99.00
2017 06 02 01 50 163  2.5  2.7  0.08 99.00  3.19 999 1017.5  13.2  12.0  11.7 99.0 99.00
2017 06 02 02 50 168  2.9  3.1  0.07 99.00  3.14 999 1017.5  13.6  11.7  10.8 99.0 99.00
2017 06 02 03 50 216  3.6  4.1  0.08 99.00  3.15 999 1017.8  13.4  11.5   9.1 99.0 99.00
2017 06 02 04 50 248  2.4  2.6  0.06 99.00  3.07 999 1017.7  12.6  11.2   9.5 99.0 99.00
2017 06 02 05 50 264  3.1  3.7  0.05 99.00  3.02 999 1017.5  12.7  11.0   9.3 99.0 99.00
2017 06 02 06 50 242  3.4  3.7  0.04 99.00  3.03 999 1017.4  12.7  10.7   8.8 99.0 99.00
2017 06 02 07 50 250  3.1  3.4  0.04 99.00  3.03 999 1017.6  12.2  10.8   9.3 99.0 99.00
2017 06 02 08 50 257  3.2  3.7  0.04 99.00  2.97 999 1017.9  12.2  10.6   9.1 99.0 99.00
2017 06 02 09 50 267  3.1  3.4  0.03 99.00  3.01 999 1018.3  12.1  10.6   9.2 99.0 99.00
2017 06 02 10 50 263  2.9  3.1  0.03 99.00  2.81 999 1018.7  12.2  10.6   8.8 99.0 99.00
2017 06 02 11 50 276  2.7  2.9  0.03 99.00  2.90 999 1019.2  12.3  10.6   8.7 99.0 99.00
2017 06 02 12 50 307  2.1  2.4  0.04 99.00  2.77 999 1019.6  12.3  10.7   8.8 99.0 99.00
2017 06 02 13 50 289  2.3  2.5  0.03 99.00  2.62 999 1019.8  12.1  10.6   9.2 99.0 99.00
2017 06 02 14 50 279  1.6  1.7  0.03 99.00  2.77 999 1019.8  12.7  11.4   9.6 99.0 99.00
2017 06 02 15 50 274  0.5  0.8  0.05 99.00  3.21 999 1019.4  13.8  13.3   9.8 99.0 99.00
2017 06 02 16 50 257  1.4  1.7  0.04 99.00  3.29 999 1019.4  15.8  13.6   9.8 99.0 99.00
2017 06 02 17 50 201  0.9  1.2  0.05 99.00  3.15 999 1019.2  16.5  14.1  10.7 99.0 99.00
2017 06 02 18 50  93  2.9  3.3  0.07 99.00  4.15 999 1018.8  15.6  14.1  12.5 99.0 99.00
2017 06 02 19 50 100  3.1  3.5  0.05 99.00  3.40 999 1018.4  15.2  14.1  12.9 99.0 99.00
2017 06 02 20 50  99  3.6  3.9  0.05 99.00  3.20 999 1018.1  14.7  13.7  12.5 99.0 99.00
2017 06 02 21 50  96  3.2  3.4  0.05 99.00  3.57 999 1017.7  14.8  12.7  12.8 99.0 99.00
2017 06 02 22 50 100  3.0  3.1  0.04 99.00  3.17 999 1017.4  15.2  12.5  12.4 99.0 99.00
2017 06 02 23 50 112  3.3  3.5  0.03 99.00  2.99 999 1017.0  15.1  12.9  12.8 99.0 99.00
2017 06 03 00 45 103  3.4  3.7  0.07 99.00  3.12 999 1016.6  15.2  12.6  13.2 99.0 99.00
2017 06 03 01 50  99  3.4  3.6  0.07 99.00  3.94 999 1016.4  14.9  12.5  13.0 99.0 99.00
2017 06 03 02 50 119  3.7  3.8  0.05 99.00  3.00 999 1016.6  15.6  12.1  12.2 99.0 99.00
2017 06 03 03 50 123  3.5  3.7  0.04 99.00  3.07 999 1016.4  15.7  12.0  10.9 99.0 99.00
2017 06 03 04 50 149  3.2  3.4  0.04 99.00  3.22 999 1016.4  15.4  11.8  11.7 99.0 99.00
2017 06 03 05 50 158  3.7  3.9  0.04 99.00  2.93 999 1016.2  15.5  11.6  10.6 99.0 99.00
2017 06 03 06 50 186  3.5  3.7  0.04 99.00  2.91 999 1016.3  14.6  11.4  11.0 99.0 99.00
2017 06 03 07 50 195  2.8  3.2  0.04 99.00  2.94 999 1016.3  13.9  11.3  10.8 99.0 99.00
2017 06 03 08 50 214  3.0  3.2  0.04 99.00  2.78 999 1016.4  13.6  11.4  10.8 99.0 99.00
2017 06 03 09 50 207  3.9  4.2  0.04 99.00  2.86 999 1016.4  14.4  11.3  10.1 99.0 99.00
2017 06 03 10 50 225  4.0  4.3  0.06 99.00  3.13 999 1016.5  13.9  11.3  10.3 99.0 99.00
2017 06 03 11 50 235  4.8  5.3  0.08 99.00  2.30 999 1016.6  14.1  11.4  10.1 99.0 99.00
2017 06 03 12 50 245  4.5  5.1  0.08 99.00  2.28 999 1016.9  14.1  11.3  10.3 99.0 99.00
2017 06 03 13 50 244  4.0  4.3  0.10 99.00  2.30 999 1017.1  14.5  11.3  10.1 99.0 99.00
2017 06 03 14 50 339  5.5  6.2  0.09 99.00  2.42 999 1018.5  14.6  11.3   9.8 99.0 99.00
2017 06 03 15 50 346  1.3  1.7  0.08 99.00  2.54 999 1017.9  13.5  11.2  10.2 99.0 99.00
2017 06 03 16 50 211  2.7  3.0  0.06 99.00  2.35 999 1017.4  12.7  11.3  11.1 99.0 99.00
2017 06 03 17 50 174  3.0  3.4  0.06 99.00  2.41 999 1017.1  12.9  11.4  11.3 99.0 99.00
2017 06 03 18 50 149  3.0  3.8  0.10 99.00  2.89 999 1016.9  13.3  11.4  11.8 99.0 99.00
2017 06 03 19 50 214  5.2  6.0  0.06 99.00  2.47 999 1016.1  13.5  11.2  13.0 99.0 99.00
2017 06 03 20 50 216  6.6  8.2  0.06 99.00  2.72 999 1014.6  14.4  11.3  13.6 99.0 99.00
2017 06 03 21 50 188  5.5  6.4  0.13 99.00  2.37 999 1013.5  14.3  11.3  13.4 99.0 99.00
2017 06 03 22 50 140  5.1  5.6  0.24 99.00  2.39 999 1012.6  13.7  11.4  12.6 99.0 99.00
2017 06 03 23 50 141  4.1  4.5  0.22 99.00  2.42 999 1012.1  13.6  11.4  12.6 99.0 99.00
2017 06 04 00 50 149  4.5  5.0  0.18 99.00  2.43 999 1012.3  13.9  11.4  12.9 99.0 99.00
2017 06 04 01 50 184  3.5  4.0  0.21 99.00  2.50 999 1012.7  14.1  11.3  12.0 99.0 99.00
2017 06 04 02 50 182  3.9  4.3  0.17 99.00  2.52 999 1012.8  13.9  11.2  11.9 99.0 99.00
2017 06 04 03 50 187  4.9  5.4  0.14 99.00  2.51 999 1012.4  14.4  11.3  11.7 99.0 99.00
2017 06 04 04 50 188  5.4  5.9  0.15 99.00  2.49 999 1011.6  14.8  11.2  11.3 99.0 99.00
2017 06 04 05 50 211  5.3  5.9  0.20 99.00  2.58 999 1010.9  15.1  11.1  11.4 99.0 99.00
2017 06 04 06 50 241  5.5  6.3  0.22 99.00  2.64 999 1009.8  15.9  11.1  12.3 99.0 99.00
2017 06 04 07 50 344  5.2  6.1  0.32  3.03  2.86 251 1011.2  15.3  11.0  12.6 99.0 99.00
2017 06 04 08 50 313  6.6  8.8  0.25  3.13  2.78 249 1010.8  17.9  10.9  15.7 99.0 99.00
2017 06 04 09 50 271  8.4 11.6  0.27  3.13  2.72 215 1010.0  17.8  11.0  13.8 99.0 99.00
2017 06 04 10 50 219  7.6  9.4  0.36  3.03  2.74 209 1009.9  15.1  10.9  13.5 99.0 99.00
2017 06 04 11 50 235  4.5  6.2  0.54  3.85  3.26 241 1010.1  13.8  10.8  12.7 99.0 99.00
2017 06 04 12 50 247  5.5  6.4  0.49  3.85  3.33 253 1010.3  14.2  10.9  13.0 99.0 99.00
2017 06 04 13 50 219  6.1  7.5  0.43  3.85  3.13 241 1010.5  13.9  10.9  12.5 99.0 99.00
2017 06 04 14 50 218  5.4  6.1  0.44  2.94  3.03 186 1010.2  13.8  11.0  12.4 99.0 99.00
2017 06 04 15 50 237  4.4  5.1  0.36  3.33  2.91 164 1009.8  14.0  11.1  12.7 99.0 99.00
2017 06 04 16 50 224  4.3  4.6  0.33  3.03  2.88 176 1009.5  14.2  11.2  13.0 99.0 99.00
2017 06 04 17 50 204  3.9  4.3  0.26  2.74  2.76 161 1009.0  14.2  11.3  13.1 99.0 99.00
2017 06 04 18 50 209  3.8  4.2  0.21 99.00  2.70 999 1008.6  14.5  11.4  13.2 99.0 99.00
2017 06 04 19 50 194  3.5  3.8  0.19 99.00  2.66 999 1008.1  15.1  11.6  13.3 99.0 99.00
2017 06 04 20 50 251  0.9  1.4  0.14 99.00  2.68 999 1007.7  16.1  12.3  13.5 99.0 99.00
2017 06 04 21 50  23  3.8  5.3  0.11 99.00  2.76 999 1007.7  16.1  13.1  14.0 99.0 99.00
2017 06 04 22 50  58  2.5  2.7  0.10 99.00  2.75 999 1007.6  14.9  12.5  13.6 99.0 99.00
2017 06 04 23 50  67  2.6  2.8  0.09 99.00  2.78 999 1007.5  15.0  12.5  13.7 99.0 99.00
2017 06 05 00 50  92  2.5  2.7  0.08 99.00  3.08 999 1007.8  15.2  12.4  13.7 99.0 99.00
2017 06 05 01 50 136  2.0  2.2  0.08 99.00  2.94 999 1008.0  14.3  12.5  13.5 99.0 99.00
2017 06 05 02 50 127  3.1  3.5  0.07 99.00  2.92 999 1008.1  15.8  12.3  14.7 99.0 99.00
2017 06 05 03 50 211  2.8  3.1  0.07 99.00  3.03 999 1008.1  15.1  12.3  13.9 99.0 99.00
2017 06 05 04 50 235  2.9  3.1  0.06 99.00  2.87 999 1007.8  15.9  12.1  13.7 99.0 99.00
2017 06 05 05 50 252  3.4  4.6  0.06 99.00  2.80 999 1007.4  14.8  12.1  13.4 99.0 99.00
2017 06 05 06 50 289  4.0  5.2  0.06 99.00  2.78 999 1007.3  14.1  11.9  13.1 99.0 99.00
2017 06 05 07 50   6  4.7  5.3  0.05 99.00  2.82 999 1007.9  16.0  11.8  12.6 99.0 99.00
2017 06 05 08 50  12  2.3  3.8  0.05 99.00  2.70 999 1007.7  13.8  11.6  12.2 99.0 99.00
2017 06 05 09 50  25  3.9  4.6  0.04 99.00  2.68 999 1008.2  13.7  11.6  12.7 99.0 99.00
2017 06 05 10 50  59  3.2  3.6  0.04 99.00  2.59 999 1008.2  13.7  11.6  12.5 99.0 99.00
2017 06 05 11 50  13  4.6  5.5  0.04 99.00  2.74 999 1008.8  13.1  11.6  12.3 99.0 99.00
2017 06 05 12 50  11  6.6  7.3  0.08 99.00  2.28 999 1009.5  12.9  11.5  12.1 99.0 99.00
2017 06 05 13 50  14  7.4  8.7  0.36  2.74  2.66  22 1010.5  12.0  11.3  11.6 99.0 99.00
2017 06 05 14 50   9  6.8  7.7  0.53  3.13  3.00  14 1011.1  12.2  11.2  12.0 99.0 99.00
2017 06 05 15 50   8  8.8 10.5  0.69  3.57  3.32  10 1011.4  11.6  11.3  11.1 99.0 99.00
2017 06 05 16 50   4  9.2 10.8  0.96  4.00  3.79   5 1011.9  10.8  11.3  10.8 99.0 99.00
2017 06 05 17 50   4  8.3 10.1  1.08  4.55  3.96   5 1012.0  11.2  11.2  10.7 99.0 99.00
2017 06 05 18 50   2  9.0 10.3  1.20  5.26  4.18 359 1012.0  11.5  11.2  10.8 99.0 99.00
2017 06 05 19 50   5  9.0 10.6  1.23  5.56  4.24   1 1012.3  11.2  11.0  10.5 99.0 99.00
2017 06 05 20 50   4  7.8  9.2  1.35  5.88  4.49   4 1012.5  11.4  10.9  10.5 99.0 99.00
2017 06 05 21 50   7  7.9  9.3  1.24  5.88  4.34   6 1012.5  11.5  11.0  10.4 99.0 99.00
2017 06 05 22 50   5  6.9  8.1  1.13  5.00  4.35  14 1012.6  11.7  10.9  10.4 99.0 99.00
2017 06 05 23 50 358  6.7  7.9  1.14  5.56  4.37  18 1012.8  12.0  10.9   9.8 99.0 99.00
2017 06 06 00 46   1  8.9 10.6  0.99  5.56  4.03  21 1012.8  12.7  10.9   9.7 99.0 99.00
2017 06 06 01 50   7  8.1  9.7  0.95  5.26  4.10  17 1013.4  12.9  10.8   8.7 99.0 99.00
2017 06 06 02 50   3  8.5 10.4  0.95  5.26  4.06  28 1013.7  12.3  10.7   8.4 99.0 99.00
2017 06 06 03 50   9  7.0  8.5  1.23  5.00  4.36  26 1014.4  12.1  10.7   8.9 99.0 99.00
2017 06 06 04 50  28  7.0  7.9  1.07  5.26  4.18  21 1015.0  12.0  10.7  10.1 99.0 99.00
2017 06 06 05 50  27  5.2  6.0  1.04  5.56  4.31  23 1015.5  11.7  10.7  10.5 99.0 99.00
2017 06 06 06 50  13  3.5  3.9  0.95  5.26  4.38  28 1015.5  11.4  10.7  10.7 99.0 99.00
2017 06 06 07 50 357  3.3  3.8  0.83  5.26  4.24  30 1015.9  11.0  10.7  10.4 99.0 99.00
2017 06 06 08 50 343  3.7  4.4  0.69  5.00  4.08  30 1015.8  10.7  10.7  10.3 99.0 99.00
2017 06 06 09 50 350  4.0  4.5  0.64  4.55  3.96  20 1016.1  11.0  10.6  10.2 99.0 99.00
2017 06 06 10 50 351  6.1  7.3  0.61  4.76  3.84  28 1016.6  10.9  10.6   9.4 99.0 99.00
2017 06 06 11 50 349  5.2  6.0  0.62  4.55  3.61  30 1017.2  10.7  10.6   8.8 99.0 99.00
2017 06 06 12 50 352  5.0  6.0  0.53  4.55  3.40  24 1017.8  10.8  10.6   8.9 99.0 99.00
2017 06 06 13 50 355  4.7  5.6  0.48  3.70  3.29  27 1017.9  10.8  10.6   9.2 99.0 99.00
2017 06 06 14 50   2  6.1  7.5  0.53  3.57  3.27  13 1017.9  10.9  10.6   9.2 99.0 99.00
2017 06 06 15 50   3  5.9  7.0  0.56  3.70  3.33  19 1017.9  10.9  10.7   9.4 99.0 99.00
2017 06 06 16 50   4  6.0  7.4  0.59  4.00  3.34  18 1017.8  11.1  10.8   9.2 99.0 99.00
2017 06 06 17 50   1  7.4  8.6  0.62  3.85  3.38  18 1017.3  11.4  10.9   9.1 99.0 99.00
2017 06 06 18 50 351  7.6  9.0  0.68  3.85  3.46  10 1017.0  11.5  11.0   9.2 99.0 99.00
2017 06 06 19 50 356  8.5  9.7  0.75  4.17  3.50  29 1016.7  11.9  10.9   9.3 99.0 99.00
2017 06 06 20 50 360  8.5  9.7  0.84  4.17  3.63  28 1016.2  12.9  11.0   9.3 99.0 99.00
2017 06 06 21 50   2  9.1 10.3  0.92  4.55  3.80  30 1016.0  12.9  11.0   9.2 99.0 99.00
2017 06 06 22 50 358  8.2  9.7  0.89  4.55  3.65  32 1016.2  13.1  10.9   9.3 99.0 99.00
2017 06 06 23 50 358  7.2  8.3  0.99  4.76  3.93  38 1016.3  13.0  10.9   9.1 99.0 99.00
2017 06 07 00 50   3  7.7  8.9  0.97  5.00  4.02  37 1016.4  13.2  10.9   8.8 99.0 99.00
2017 06 07 01 50   8  7.6  9.0  1.02  5.26  4.04  39 1016.6  13.2  10.9   8.9 99.0 99.00
2017 06 07 02 50  27  7.2  8.4  0.91  5.26  4.01  24 1017.6  12.8  10.8   9.8 99.0 99.00
2017 06 07 03 50  33  4.4  5.1  0.81  4.76  4.00  18 1018.4  12.4  10.9  10.8 99.0 99.00
2017 06 07 04 50  43  3.6  4.0  0.78  4.76  4.17  12 1018.9  12.9  10.9  11.2 99.0 99.00
2017 06 07 05 50  54  2.9  3.3  0.67  5.26  4.02  12 1019.3  13.0  10.9  11.3 99.0 99.00
2017 06 07 06 50  45  2.3  2.7  0.62  4.76  3.97   9 1019.3  12.6  10.8  11.0 99.0 99.00
2017 06 07 07 50  42  2.4  2.6  0.49  5.00  3.71  20 1019.5  12.3  10.8  11.1 99.0 99.00
2017 06 07 08 50  31  2.6  2.9  0.45  4.17  3.62  16 1019.6  12.4  10.8  10.9 99.0 99.00
2017 06 07 09 50  37  1.9  2.1  0.42  4.76  3.68  19 1020.0  12.0  10.8  11.0 99.0 99.00
2017 06 07 10 50  28  2.1  2.3  0.39  4.55  3.66  26 1020.4  12.2  10.8  10.7 99.0 99.00
2017 06 07 11 50  10  2.3  2.8  0.35  4.35  3.61  30 1021.1  11.8  10.8  10.5 99.0 99.00
2017 06 07 12 50  16  2.4  2.8  0.33  4.00  3.56  23 1021.5  11.9  10.8  10.5 99.0 99.00
2017 06 07 13 50   8  3.8  4.2  0.30  4.35  3.67  34 1021.8  12.0  11.0  10.3 99.0 99.00
2017 06 07 14 50  15  2.6  3.1  0.26  4.17  3.62  23 1021.6  11.8  11.2  10.4 99.0 99.00
2017 06 07 15 50   4  4.1  5.4  0.23 99.00  3.51 999 1021.8  11.8  11.3  10.6 99.0 99.00
2017 06 07 16 50  11  3.8  4.5  0.21 99.00  3.38 999 1021.5  12.2  11.4  10.6 99.0 99.00
2017 06 07 17 50   7  3.9  4.4  0.25 99.00  3.04 999 1021.1  12.5  11.6  10.6 99.0 99.00
2017 06 07 18 50   4  4.5  5.1  0.22 99.00  2.90 999 1020.7  12.7  11.8  10.7 99.0 99.00
2017 06 07 19 50 356  3.7  4.3  0.21 99.00  2.77 999 1020.2  13.1  12.0  10.7 99.0 99.00
2017 06 07 20 50 354  4.3  4.8  0.19 99.00  2.72 999 1019.7  13.7  12.1  10.3 99.0 99.00
2017 06 07 21 50 349  4.2  4.6  0.17 99.00  2.81 999 1019.4  14.0  12.1  10.1 99.0 99.00
2017 06 07 22 50 346  3.8  4.2  0.15 99.00  2.68 999 1018.9  14.3  12.1   9.4 99.0 99.00
2017 06 07 23 50 345  3.3  3.6  0.13 99.00  2.68 999 1018.6  14.2  12.2   9.7 99.0 99.00
2017 06 08 00 50 336  2.8  3.0  0.12 99.00  2.88 999 1018.4  14.0  12.2   9.6 99.0 99.00
2017 06 08 01 50 330  2.0  2.2  0.12 99.00  2.98 999 1018.3  13.5  12.1  10.4 99.0 99.00
2017 06 08 02 50 346  1.5  2.1  0.11 99.00  2.80 999 1018.5  14.1  12.1   9.8 99.0 99.00
2017 06 08 03 50 285  1.3  1.4  0.09 99.00  2.94 999 1018.4  13.4  12.0  10.4 99.0 99.00
2017 06 08 04 50 328  2.0  2.4  0.09 99.00  2.90 999 1018.4  13.8  12.0   9.8 99.0 99.00
2017 06 08 05 50 320  2.3  3.0  0.09 99.00  2.87 999 1018.3  12.8  12.0  10.5 99.0 99.00
2017 06 08 06 50 339  1.2  1.3  0.09 99.00  2.86 999 1017.9  13.5  11.9  10.3 99.0 99.00
2017 06 08 07 50 328  2.0  2.1  0.09 99.00  2.90 999 1017.6  13.9  11.9   9.8 99.0 99.00
2017 06 08 08 50 325  1.2  1.3  0.08 99.00  2.93 999 1017.2  14.3  11.9   8.3 99.0 99.00
2017 06 08 09 50 306  2.3  2.5  0.07 99.00  2.91 999 1017.4  12.9  11.9  10.0 99.0 99.00
2017 06 08 10 50 292  1.4  1.7  0.06 99.00  2.93 999 1017.5  13.4  11.8   9.5 99.0 99.00
2017 06 08 11 50 288  1.0  1.3  0.06 99.00  2.82 999 1017.5  14.0  11.8   9.7 99.0 99.00
2017 06 08 12 50 202  0.6  0.6  0.05 99.00  2.87 999 1017.8  13.2  12.0  10.2 99.0 99.00
2017 06 08 13 50 282  1.0  1.3  0.06 99.00  2.94 999 1017.9  13.5  12.7  10.2 99.0 99.00
2017 06 08 14 50 183  0.8  1.2  0.06 99.00  3.09 999 1017.3  14.2  12.8  11.1 99.0 99.00
2017 06 08 15 50 142  1.9  2.3  0.06 99.00  3.09 999 1016.8  14.4  12.8  11.6 99.0 99.00
2017 06 08 16 50 172  2.2  2.5  0.06 99.00  3.11 999 1016.3  14.6  13.8  12.6 99.0 99.00
2017 06 08 17 50 158  3.5  4.0  0.06 99.00  3.17 999 1015.6  14.8  13.7  12.1 99.0 99.00
2017 06 08 18 50 156  3.6  3.9  0.13 99.00  3.43 999 1014.8  14.9  13.6  12.0 99.0 99.00
2017 06 08 19 50 161  3.7  4.0  0.06 99.00  3.37 999 1014.1  15.1  13.7  12.3 99.0 99.00
2017 06 08 20 50 164  4.3  4.6  0.05 99.00  3.18 999 1013.0  15.6  13.4  11.9 99.0 99.00
2017 06 08 21 50 154  3.8  4.4  0.07 99.00  3.56 999 1012.2  15.7  13.2  11.8 99.0 99.00
2017 06 08 22 50 150  3.4  3.7  0.05 99.00  2.75 999 1011.8  15.6  12.9  11.8 99.0 99.00
2017 06 08 23 50 144  3.2  3.5  0.04 99.00  3.06 999 1011.3  15.4  12.9  11.9 99.0 99.00
2017 06 09 00 45 145  4.5  4.8  0.08 99.00  3.36 999 1010.7  16.3  12.9  11.4 99.0 99.00
2017 06 09 01 50 139  3.1  3.4  0.08 99.00  2.63 999 1010.4  15.2  12.7  13.4 99.0 99.00
2017 06 09 02 50 146  3.3  3.7  0.06 99.00  2.49 999 1010.4  15.1  12.7  12.9 99.0 99.00
2017 06 09 03 50 161  4.2  4.6  0.06 99.00  2.43 999 1010.0  15.5  12.5  11.7 99.0 99.00
2017 06 09 04 50 196  4.5  4.9  0.08 99.00  2.35 999 1009.8  15.3  12.5  11.7 99.0 99.00
2017 06 09 05 50 218  3.0  4.0  0.10 99.00  2.31 999 1010.5  17.3  12.4   9.9 99.0 99.00
2017 06 09 06 50 133  5.2  5.7  0.08 99.00  2.34 999 1008.9  16.7  12.4  10.3 99.0 99.00
2017 06 09 07 50 128  4.4  5.0  0.08 99.00  2.37 999 1008.2  15.7  12.4  11.2 99.0 99.00
2017 06 09 08 50 117  3.8  4.2  0.12 99.00  2.37 999 1007.9  14.9  12.4  12.3 99.0 99.00
2017 06 09 09 50 102  4.2  4.9  0.11 99.00  2.33 999 1007.6  14.8  12.4  13.0 99.0 99.00
2017 06 09 10 50 116  4.4  4.9  0.12 99.00  2.37 999 1007.7  14.8  12.4  13.1 99.0 99.00
2017 06 09 11 50 140  5.2  6.0  0.17 99.00  2.34 999 1007.8  15.4  12.4  12.6 99.0 99.00
2017 06 09 12 50 176  4.1  4.4  0.14 99.00  2.35 999 1008.0  14.4  12.4  12.4 99.0 99.00
2017 06 09 13 50 235  4.4  4.8  0.18 99.00  2.52 999 1008.3  14.1  12.4  12.1 99.0 99.00
2017 06 09 14 50 288  3.7  4.0  0.26  2.86  2.75 177 1008.5  14.5  12.5  12.2 99.0 99.00
2017 06 09 15 50 327  4.6  5.3  0.22 99.00  2.82 999 1008.6  14.5  12.8  12.1 99.0 99.00
2017 06 09 16 50 327  4.6  5.3  0.20 99.00  2.85 999 1009.1  13.2  12.8  12.2 99.0 99.00
2017 06 09 17 50 346  3.6  4.1  0.25 99.00  2.64 999 1009.5  13.2  12.9  12.0 99.0 99.00
2017 06 09 18 50   3  3.2  3.9  0.20 99.00  2.80 999 1009.4  13.0  12.8  11.9 99.0 99.00
2017 06 09 19 50  13  2.6  3.9  0.22 99.00  2.64 999 1009.4  13.3  13.0  12.0 99.0 99.00
2017 06 09 20 50  14  2.4  3.0  0.19 99.00  2.72 999 1009.5  13.7  13.3  12.5 99.0 99.00
2017 06 09 21 50  25  3.0  3.4  0.19 99.00  2.80 999 1009.2  13.5  13.2  12.6 99.0 99.00
2017 06 09 22 50  19  2.9  3.4  0.22 99.00  2.78 999 1009.1  13.6  13.3  12.7 99.0 99.00
2017 06 09 23 50  36  2.7  3.0  0.20 99.00  2.87 999 1008.9  13.7  13.2  12.8 99.0 99.00
2017 06 10 00 50  44  2.2  2.5  0.20 99.00  2.99 999 1009.0  13.7  13.1  12.3 99.0 99.00
2017 06 10 01 50  73  1.0  1.2  0.20 99.00  3.07 999 1009.7  13.8  13.1  12.4 99.0 99.00
2017 06 10 02 50 214  3.5  4.3  0.17 99.00  3.03 999 1010.7  13.6  13.1  12.9 99.0 99.00
2017 06 10 03 50 267  2.8  3.2  0.16 99.00  3.05 999 1010.8  13.4  13.0  13.0 99.0 99.00
2017 06 10 04 50  24  1.4  1.9  0.15 99.00  3.05 999 1010.1  13.2  12.9  12.9 99.0 99.00
2017 06 10 05 50 176  0.0  0.0  0.14 99.00  3.01 999 1010.1  13.4  13.0  12.9 99.0 99.00
2017 06 10 06 50 194  1.8  2.2  0.17 99.00  3.02 999 1010.0  13.8  13.0  13.1 99.0 99.00
2017 06 10 07 50 131  1.8  2.1  0.16 99.00  3.05 999 1009.9  13.8  13.0  13.4 99.0 99.00
2017 06 10 08 50 150  2.4  2.7  0.15 99.00  3.04 999 1009.8  14.1  12.8  13.7 99.0 99.00
2017 06 10 09 50 150  3.3  3.6  0.16 99.00  3.09 999 1009.4  14.3  12.7  13.8 99.0 99.00
2017 06 10 10 50 180  5.2  5.8  0.15 99.00  3.15 999 1009.8  15.2  12.8  14.1 99.0 99.00
2017 06 10 11 50 217  7.2  8.0  0.21 99.00  2.48 999 1010.2  15.7  12.7  13.3 99.0 99.00
2017 06 10 12 50 217  5.7  6.4  0.29  2.86  2.74 175 1010.9  15.3  12.7  13.0 99.0 99.00
2017 06 10 13 50 208  5.5  6.2  0.35  2.94  2.84 163 1011.1  15.1  12.7  12.9 99.0 99.00
2017 06 10 14 50 196  6.4  7.0  0.38  3.23  2.95 153 1011.0  15.2  12.7  12.9 99.0 99.00
2017 06 10 15 50 182  7.0  8.0  0.48  3.45  3.12 139 1010.9  15.4  12.7  13.0 99.0 99.00
2017 06 10 16 50 173  6.7  7.5  0.56  3.70  3.33 142 1010.7  15.6  12.7  13.2 99.0 99.00
2017 06 10 17 50 169  7.1  7.8  0.55  3.70  3.25 149 1010.2  16.1  12.8  13.3 99.0 99.00
2017 06 10 18 50 161  7.5  8.4  0.57  4.00  3.25 135 1009.4  16.9  12.9  13.2 99.0 99.00
2017 06 10 19 50 164  8.0  8.9  0.59  3.85  3.20 138 1008.7  17.1  13.0  12.9 99.0 99.00
2017 06 10 20 50 170  7.4  8.3  0.63  3.45  3.23 145 1008.2  17.2  13.1  12.6 99.0 99.00
2017 06 10 21 50 177  8.3  9.2  0.60  3.70  3.19 140 1007.5  17.7  13.1  12.2 99.0 99.00
2017 06 10 22 50 178  7.5  8.4  0.67  3.57  3.31 142 1007.4  17.3  13.0  12.2 99.0 99.00
2017 06 10 23 50 198  7.4  8.6  0.71  4.00  3.33 158 1007.2  17.5  12.8  11.7 99.0 99.00
2017 06 11 00 50 190  8.0  9.4  0.74  4.00  3.38 157 1007.2  17.4  12.5  11.5 99.0 99.00
2017 06 11 01 50 203  8.5  9.7  0.74  4.00  3.47 153 1007.4  17.7  12.4  11.7 99.0 99.00
2017 06 11 02 50 209  8.9 10.2  0.85  4.17  3.53 164 1008.2  18.1  12.3  11.7 99.0 99.00
2017 06 11 03 50 214  8.0  9.0  0.89  4.55  3.74 163 1009.4  17.5  12.2  12.1 99.0 99.00
2017 06 11 04 50 206  7.8  8.6  0.99  4.55  3.87 161 1009.7  16.8  12.1  12.2 99.0 99.00
2017 06 11 05 50 209  7.8  8.6  0.92  5.00  3.96 155 1010.3  16.7  12.1  12.4 99.0 99.00
2017 06 11 06 50 202  6.9  7.7  0.86  4.76  3.96 154 1010.9  15.8  12.0  12.5 99.0 99.00
2017 06 11 07 50 196  6.7  7.4  0.78  4.55  3.77 158 1011.2  15.8  11.9  12.7 99.0 99.00
2017 06 11 09 50 191  6.9  7.6  0.73  4.17  3.58 158 1011.6  15.0  11.8  12.7 99.0 99.00
2017 06 11 10 50 201  6.9  7.6  0.72  4.55  3.61 157 1012.1  15.3  11.8  12.8 99.0 99.00
2017 06 11 11 50 193  7.2  7.9  0.68  4.35  3.45 156 1012.7  15.1  11.9  13.0 99.0 99.00
2017 06 11 12 50 187  7.1  7.8  0.70  4.17  3.51 161 1012.9  14.9  11.9  13.1 99.0 99.00
2017 06 11 13 50 197  7.3  8.3  0.76  4.17  3.54 155 1013.3  15.2  12.0  13.2 99.0 99.00
